item_id,content,type,start_time,end_time,confidence,video_filename,tester_name
3917,5,pronunciation,941.5,941.7,0.994,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3918,items,pronunciation,941.7,941.95,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3919,.,punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3920,Bullet,pronunciation,942.88,942.929,0.361,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3921,constantly,pronunciation,942.929,943.109,0.994,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3922,criticizing,pronunciation,943.109,943.38,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3923,you,pronunciation,943.38,943.44,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3924,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3925,shaming,pronunciation,943.52,943.76,0.993,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3926,and,pronunciation,943.76,943.84,0.997,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3927,humiliating,pronunciation,943.84,944.169,0.998,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3928,you,pronunciation,944.169,944.2,0.998,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3929,to,pronunciation,944.2,944.28,0.998,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3930,make,pronunciation,944.28,944.359,0.996,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3931,you,pronunciation,944.359,944.44,0.26,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3932,doubt,pronunciation,944.44,944.559,0.993,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3933,yourself,pronunciation,944.559,944.719,0.998,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3934,and,pronunciation,944.719,944.909,0.996,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3935,experiences,pronunciation,944.909,945.15,0.995,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3936,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3937,one,pronunciation,945.2,945.26,0.985,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3938,of,pronunciation,945.26,945.359,0.998,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3939,five,pronunciation,945.359,945.7,0.391,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3940,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3941,gas,pronunciation,946.479,946.76,0.509,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3942,line,pronunciation,946.76,947.0,0.826,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3943,type,pronunciation,947.0,947.219,0.996,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3944,thing,pronunciation,947.219,947.359,0.997,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3945,as,pronunciation,947.359,947.52,0.997,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3946,well,pronunciation,947.52,947.979,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3947,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3948,um,pronunciation,948.159,948.7,0.969,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3949,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3950,and,pronunciation,949.2,949.44,0.996,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3951,as,pronunciation,949.44,949.719,0.996,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3952,uh,pronunciation,949.719,949.919,0.457,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3953,well,pronunciation,949.919,950.34,0.997,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3954,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3955,So,pronunciation,951.7,951.94,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3956,in,pronunciation,951.94,952.099,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3957,that,pronunciation,952.099,952.659,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3958,situation,pronunciation,952.659,952.82,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3959,where,pronunciation,952.82,952.94,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3960,I'm,pronunciation,952.94,953.219,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3961,worried,pronunciation,953.219,953.5,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3962,about,pronunciation,953.5,953.659,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3963,the,pronunciation,953.659,953.929,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3964,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3965,the,pronunciation,953.94,954.099,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3966,neighbors,pronunciation,954.099,954.539,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3967,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3968,I've,pronunciation,954.619,954.82,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3969,got,pronunciation,954.82,955.219,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3970,clear,pronunciation,955.619,956.179,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3971,information,pronunciation,956.179,956.38,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3972,here,pronunciation,956.38,956.5,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3973,as,pronunciation,956.5,956.789,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3974,to,pronunciation,956.789,957.34,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3975,what,pronunciation,957.34,957.619,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3976,sorts,pronunciation,957.619,957.82,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3977,of,pronunciation,957.82,958.14,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3978,behavior,pronunciation,958.14,958.719,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3979,would,pronunciation,958.9,959.099,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3980,be,pronunciation,959.099,959.419,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3981,considered,pronunciation,959.419,959.739,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3982,coercive,pronunciation,959.739,960.34,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3983,control,pronunciation,960.34,960.84,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3984,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3985,um,pronunciation,961.099,961.51,0.996,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3986,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3987,and,pronunciation,961.619,961.82,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3988,a,pronunciation,961.82,962.02,0.753,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3989,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3990,you,pronunciation,962.08,962.169,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3991,know,pronunciation,962.169,962.25,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3992,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3993,a,pronunciation,962.299,962.5,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3994,worrying,pronunciation,962.5,963.28,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3995,concern,pronunciation,963.739,964.14,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3996,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3997,validate,pronunciation,964.619,965.26,0.995,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3998,my,pronunciation,965.26,965.69,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
3999,concerns,pronunciation,965.69,966.02,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4000,that,pronunciation,966.02,966.219,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4001,yeah,pronunciation,966.219,966.38,0.998,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4002,there's,pronunciation,966.38,966.58,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4003,something,pronunciation,966.58,967.099,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4004,wrong,pronunciation,967.099,967.479,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4005,in,pronunciation,967.479,967.619,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4006,that,pronunciation,967.619,967.859,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4007,relationship,pronunciation,967.859,968.419,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4008,.,punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4009,Um,pronunciation,969.21,969.5,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4010,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4011,that,pronunciation,969.58,969.78,0.998,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4012,person,pronunciation,969.78,970.09,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4013,may,pronunciation,970.09,970.26,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4014,need,pronunciation,970.26,970.46,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4015,help,pronunciation,970.46,970.739,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4016,.,punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4017,What,pronunciation,970.9,971.059,0.669,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4018,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4019,what,pronunciation,971.26,971.419,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4020,do,pronunciation,971.419,971.53,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4021,I,pronunciation,971.53,971.7,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4022,do,pronunciation,971.7,972.119,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4023,?,punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4024,Um,pronunciation,972.46,972.849,0.996,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4025,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4026,and,pronunciation,973.02,973.799,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4027,there,pronunciation,974.38,974.5,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4028,was,pronunciation,974.5,974.739,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4029,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4030,I,pronunciation,974.82,974.94,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4031,can,pronunciation,974.94,975.059,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4032,just,pronunciation,975.059,975.26,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4033,jump,pronunciation,975.26,975.38,0.998,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4034,by,pronunciation,975.38,975.46,0.878,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4035,.,punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4036,Isolation,pronunciation,975.489,975.78,0.987,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4037,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4038,monitoring,pronunciation,975.94,976.219,0.995,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4039,and,pronunciation,976.219,976.33,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4040,tracking,pronunciation,976.33,976.46,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4041,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4042,heading,pronunciation,976.53,976.69,0.958,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4043,levels,pronunciation,976.69,976.78,0.666,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4044,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4045,financial,pronunciation,976.88,977.179,0.989,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4046,control,pronunciation,977.179,977.26,0.997,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4047,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4048,controlling,pronunciation,977.4,977.659,0.996,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4049,decisions,pronunciation,977.659,977.78,0.997,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4050,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4051,sexual,pronunciation,977.849,978.099,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4052,violence,pronunciation,978.099,978.219,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4053,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4054,heading,pronunciation,978.38,978.53,0.995,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4055,levels,pronunciation,978.53,978.69,0.997,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4056,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4057,cultural,pronunciation,978.7,978.969,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4058,and,pronunciation,978.969,979.049,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4059,spiritual,pronunciation,979.049,979.179,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4060,abuse,pronunciation,979.179,979.38,0.99,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4061,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4062,children,pronunciation,979.46,979.539,0.965,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4063,and,pronunciation,979.539,979.619,0.996,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4064,parenting,pronunciation,979.619,979.849,0.997,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4065,relation,pronunciation,979.849,980.02,0.333,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4066,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4067,what,pronunciation,980.099,980.159,0.997,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4068,to,pronunciation,980.159,980.219,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4069,do,pronunciation,980.219,980.299,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4070,if,pronunciation,980.299,980.34,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4071,you,pronunciation,980.34,980.419,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4072,think,pronunciation,980.419,980.51,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4073,you,pronunciation,980.51,980.59,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4074,might,pronunciation,980.59,980.69,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4075,be,pronunciation,980.69,980.75,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4076,experiencing,pronunciation,980.75,981.09,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4077,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4078,what,pronunciation,981.14,981.219,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4079,you,pronunciation,981.219,981.26,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4080,can,pronunciation,981.26,981.369,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4081,do,pronunciation,981.369,981.429,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4082,if,pronunciation,981.429,981.5,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4083,you,pronunciation,981.5,981.58,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4084,think,pronunciation,981.58,981.71,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4085,someone,pronunciation,981.71,981.78,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4086,is,pronunciation,981.78,981.919,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4087,experiencing,pronunciation,981.919,982.219,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4088,coercive,pronunciation,982.219,982.539,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4089,control,pronunciation,982.539,982.619,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4090,.,punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4091,Heading,pronunciation,982.7,982.849,0.441,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4092,level,pronunciation,982.849,982.94,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4093,2,pronunciation,982.94,983.099,0.971,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4094,.,punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4095,I've,pronunciation,983.15,983.33,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4096,got,pronunciation,983.33,983.419,0.997,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4097,a,pronunciation,983.419,983.659,0.996,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4098,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4099,you,pronunciation,983.95,984.02,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4100,know,pronunciation,984.02,984.099,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4101,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4102,I,pronunciation,984.14,984.219,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4103,can,pronunciation,984.219,984.34,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4104,jump,pronunciation,984.34,984.489,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4105,by,pronunciation,984.489,984.619,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4106,heading,pronunciation,984.619,985.03,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4107,",",punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4108,and,pronunciation,985.14,985.38,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4109,there,pronunciation,985.38,985.489,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4110,were,pronunciation,985.489,985.619,0.957,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4111,links,pronunciation,985.619,985.859,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4112,at,pronunciation,985.859,985.95,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4113,the,pronunciation,985.95,986.14,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4114,top,pronunciation,986.14,986.299,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4115,as,pronunciation,986.299,986.539,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4116,well,pronunciation,986.539,986.96,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4117,to,pronunciation,986.96,987.179,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4118,take,pronunciation,987.179,987.299,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4119,me,pronunciation,987.299,987.539,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4120,straight,pronunciation,987.539,987.7,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4121,to,pronunciation,987.7,987.82,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4122,this,pronunciation,987.82,987.929,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4123,section,pronunciation,987.929,988.2,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4124,.,punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4125,It,pronunciation,988.39,988.46,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4126,can,pronunciation,988.46,988.549,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4127,be,pronunciation,988.549,988.609,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4128,difficult,pronunciation,988.609,988.77,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4129,to,pronunciation,988.77,988.82,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4130,know,pronunciation,988.82,988.9,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4131,if,pronunciation,988.9,988.979,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4132,someone,pronunciation,988.979,989.059,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4133,is,pronunciation,989.059,989.21,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4134,experiencing,pronunciation,989.21,989.489,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4135,or,pronunciation,989.489,989.539,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4136,using,pronunciation,989.539,989.7,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4137,coercive,pronunciation,989.7,990.059,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4138,control,pronunciation,990.059,990.13,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4139,.,punctuation,,,,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4140,The,pronunciation,990.21,990.25,0.995,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4141,pattern,pronunciation,990.25,990.45,0.999,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
4142,of,pronunciation,990.45,990.58,1.0,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,ghum
